asset,2025-09-01,2025-09-02,2025-09-03,2025-09-04,2025-09-05,2025-09-08,2025-09-09,2025-09-10,2025-09-11,2025-09-12,2025-09-15,2025-09-16,2025-09-17,2025-09-18,2025-09-19,2025-09-22,2025-09-23,2025-09-24,2025-09-25,2025-09-26,2025-09-29,2025-09-30,2025-10-01,2025-10-02,2025-10-03,2025-10-06,2025-10-07,2025-10-08,2025-10-09,2025-10-10,2025-10-13,2025-10-14,2025-10-15,2025-10-16,2025-10-17,2025-10-20,2025-10-21,2025-10-22,2025-10-23,2025-10-24,2025-10-27,2025-10-28,2025-10-29,2025-10-30,2025-10-31,2025-11-03,2025-11-04,2025-11-05,2025-11-06,2025-11-07,2025-11-10,2025-11-11,2025-11-12,2025-11-13,2025-11-14,2025-11-17,2025-11-18,2025-11-19,2025-11-20,2025-11-21,2025-11-24,2025-11-25,2025-11-26,2025-11-27,2025-11-28
Desk 43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.67,75.83,63.83,75.83,0,52.5,0,0,0,0,82.17,82.83,32,0,37.16,0,0,58.39,0,35.33,76.67,0,16,0,0,47.33,80.67,0,82.83,0,80.83,62.5,0,0,0,82,0,0,0,0,79.17,84.33,44.83,0,0,80.67,79.33,66.67,0,0
Desk 61.3,0,0,43,80.01,0,0,0,39.34,80.69,77.84,0,80.84,77.84,78.84,0,0,71.84,84.94,79.17,0,0,79.34,81.34,47.01,0,0,30.46,5.28,2.83,0,0,65.83,56.5,0,0,0,74,51,0,0,0,0,0,0,0,0,0,0.83,0,0,0,18.33,0,20.83,48.5,0,47.17,0,76.5,0,0,73.34,75.5,75.34,0.33
DEsk 32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.33,71.39,52.89,78.07,50.91,27.17,54.59,11,0,68.83,41,78.8,36,77.5,41.66,75.67,0,0,74.51,0,28.37,65.21,55,76.33,0,78.91,0,82.42,0,0,37.17,75.28,82.95,60.46,70,67.83,0,0,19.66,38.5,72.5,59.19,0,0,1.17,69.5,79.5,0,0.33,54.66
Desk 72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80.84,84.67,39.33,16.34,83.5,81.34,80.84,81.67,81,0,0,83.67,79.17,60.17,0,0,0,75.5,77,0,69.84,0,0,0,0,0,79.17,80.34,37.33,1,0,79.5,81.17,0,0,0,17.34,86.97,80,80.84,0,81.67,85,54.34,0,0,0,66.73,62,0
Desk 21,0,83.33,99.16,0,0,0,0,0,0,0,0,0,0,0,0,0,85.5,86.67,77.67,0,0,39.17,84.5,88.82,72.17,0,86.51,86.01,0,74.83,0,0,0,54.83,0,0,86.56,84.17,0,45.17,75,83.17,84,0,70.17,78.33,0,59.67,0,72.67,0,86.8,87.97,79,0,0,86.17,49.16,86,32,0,82.83,78,0,70.67
Desk 53,78.34,0,0,90.34,0,84,0,31.34,0.5,70.67,32.67,82.17,50.67,0.5,52.84,70,48.33,80.17,66.17,0,54,78.84,89,78.84,0,0,0,89.34,63.67,29.84,54.83,90.46,40.67,37,0,0,81.84,45.34,81.84,59.84,89.84,38.17,13.83,73.17,42.5,0,77.84,31.5,92.67,0.33,0,62.67,66.84,0,0,0,0,57.73,52.67,28.67,1.67,0,77.11,81.29,14.33
DEsk 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.67,0,0,0,0,0,0,0
desk 79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.17,0.83,0,0.83,0,0,0,44.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1.33,0,65.45,0.33,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,28.33,1.83,0,0
2.krs Desk 11,5.57,10,16,72.34,0,0.67,12.33,51.67,0.67,46.17,11.77,18.93,4.5,30.41,46.84,74.67,50.17,23.67,41.34,0.33,56.65,51.34,41.67,80,71.83,0.25,73.34,43.5,18,71.01,46.52,0,0,55.33,44.34,60.34,52.62,12,76,76.84,80.07,73.5,83.38,5.54,0,11.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.krs Desk 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.17,0,0,0,0,0,0,0.33,0,0,0,0,0,0,0,0,0,0,0,0,15.33,0,0,0,0,0,0,0,18.33,0,0,0,0,0,0,0,0,0,2.33,0,0,0
desk 112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,75.84,0,80.67,79.84,0,0,0,0,0,0,0,0,0,0,0.33,0,0,0,57.9,53.4,72.17,74.17,0,76.67,46.34,80.5,0,95.31,0,0,0,73.17,0,0,0,0,79.84,0,71.67,0,0,0,0,73,0,0,0
desk 108,90.14,74.83,0,0,0,0,80.69,0,80.21,50.38,76.84,80.33,0,78.67,0,79.34,69.52,0,0,0,79.33,44.44,89.74,81.84,0,0,76.34,0,79.95,0,0,0,0,0,80,59.85,67,77.67,80.17,0,0,84.9,78.17,71.84,77.84,81.61,83.61,0.33,79.96,0,0,0,0,0,0,0,83.86,78.5,0,79.88,79.67,79.5,0,0,80.09
DEsk 41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.67,0,82.33,0,49.67,78.17,74,0,0,0,80.33,81.5,78.33,0,0,82.83,60.33,0,0,0,0,0,78.17,0,0,71.17,80.67,0,67.83,0,0,79.17,40.83,77.67,0,80.33,80.67,0,70.83,0,82.33,0,79.5,77.67,75.67,79.33,80.5,86.83,0,0
Desk 61.2,0,1.83,0,0,0,0,33.84,0,0,0,0,0,8.83,0,0,0,0,0,0,0,26,34,0,0,0,0,0,34.45,0,0,0,0,0,0,5.67,0,0,0,0,0,36.34,0,0.67,0,0,0,0,0,0,0,0.83,0,0,79.5,0,0,0,1.17,0,0,0,0,0,0,1.33
DEsk 31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74.17,0,87.7,0,78.17,0,13,80.17,0,0,79,0,80.83,62.83,0,0,0,0,0,0,86.01,59.17,84.83,0,0,78,0,77.67,0,73.16,0,74.66,70.5,0,9.83,69.5,0,69.67,65.5,0,63.83,0,78,1.33,0,35.86,39.66,41.21,82.71
Desk 71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64.5,34.17,33.5,0.33,0,64.5,0,74.67,0,0,52.5,57.5,0.33,0,0,75.5,0,56.84,42.67,0,58.17,32.33,0,0,0,0,0,0,0.5,0,0,0,0,0,39.17,0,73.17,0,70.01,52.84,0,0,1.33,0,64.84,0,0.83,2.17,0.67,0
Desk 12,0,0,0,0,0,0,46,15.17,0,0,0,0,67.92,0,0,0,0,69.53,37.5,0,76.34,83.67,78.67,82.01,0,64.47,0,0,0,0,69.37,0,0,0,0,0,0,71.28,0,0,0,82,0,0,0,0,0,0,61.58,0,0,0,0,35.5,0,0,94.34,18.83,32.17,0,0,4,66.51,0,39
Desk 52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79.5,84.17,23.78,86,75.17,88.01,79.5,88.84,79.5,61.34,79,79.01,79.84,86.34,0,100,61.67,77.67,79.67,79.5,96.14,79.17,79.67,81.84,1,90.65,79.34,90.34,79.51,70.17,79.84,84.51,79.84,88.34,69.5,90.55,79.17,86.84,62.17,0,87.84,79.67,78.67,83.17,60,81.34,79.67,64.5,97.91,0
2.krs Desk 10,0,0,78.34,0,0,0,0,0,4.5,30.34,66.5,39.83,39.17,0,33,70.01,0,0,37.83,12.5,0,77.17,68.67,5.83,0,49.34,47.5,50.17,0,31.17,71.67,42,0,0,0,0,42.84,44.67,0,0,45.67,44.5,50.84,80.01,0,43.51,0,43.17,17.84,32.5,74.67,11.81,38.17,18.03,39,0,0,0,0,0,0,0,0,0,0
desk 111,79.56,90.89,82.33,0,0,0,0,0,0,0,0,0,0,0,0,0,36.67,0,13.66,0,0,87.19,0,0,0,0,0,0,4.33,0,0,0,0,0,0,0,0,62.67,67.5,0,0,10.5,4.17,0,0,0,0,0,0,0,0,70.83,0,0,0,0,0,51.5,0,0,0,0,0,0,0
desk 107,0,0,77.83,81.5,0,78.67,81.33,0,0,0,0.33,13.51,0,0,77.83,98.33,80.67,63.33,47.67,0,0,96.67,86.04,81.83,0,0,78.83,0,0,0,80.66,80.17,0,73,0,67,79,80.16,78.5,0,0,78.17,78.17,78.33,0,81.41,78.67,78.5,36.83,35.78,0,66.67,0,0,76.83,0,77,83.5,79.33,79.83,0,75.83,77.83,48,76.86
Desk 46,10.33,0,0,0,0,0,0,76.34,51.17,64.34,0,72.5,0,51.5,72.5,0,86.67,0,56.34,0,0,65.34,0,0,0,0,0,76.67,74,0,0,59.5,55.67,79.84,0,0,70.17,0,0,0,54.17,42.17,77.5,57.17,0,0,23,77.17,0,44.17,0,79.67,74.67,0,0,0,0,0,0,0,75.34,73.17,0,79,0
DEsk 37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.33,0,0,0,0,0,70.83,41.83,0,0,0,0,82.67,0,0,0,60.17,26.67,77.83,74.5,0,0,0,0,0,83.17,81.33,0,0,33.33,0,0,0,0,0,80.83,0,0,0,49,22.5,0,87.92,0,79,0,78,26.83,80.67,0
Desk 61.1,35.43,12.67,6.17,39.84,0,40.87,26.7,0,22.17,0,18.5,4.5,15.63,0,65.95,27.3,10.46,77.12,83.28,48.17,25.91,28.57,0,54.23,0,77.84,52.5,3,0,31.49,0,0,63.67,59.28,18.34,0,12.5,30.17,46.5,0,30.5,56.68,64.34,0,54,44.79,35.84,23.78,0,77,82.08,48.56,41.23,0,0,50.17,9.18,21.33,55.49,25.5,0,0,0,35.83,86.6
DEsk 29,0,0,0,0,0,0,80.55,78.67,77.5,0,0,0,79.33,0,80.26,12,0.5,80.33,78.33,83.17,0,47.94,72.17,0,65.33,0,0,0,72.5,79.65,0,0,0,81.18,0,0,81.03,80.66,62.67,0,0,0,79.67,0,56.17,0,81.17,74.67,78.5,0,0,62.96,2.83,78,64.83,0,78.67,21.5,77,0,0,80.36,78.17,0,79.67
Desk 70,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0.33,0,0,0,0.5,0.83,0,0,0,0,47.67,0,0,0,0,0,0,54.17,42.97,0,54.83,28.83,39,8.67,31,50.34,0,49.5,0,0,0,0,0,0,0,0,0,27.33,0,0,0,0,0,0,0,27.67,17.17,60.34,0
DEsk 11,0,0,0,0,0,0,53.84,81.81,0,0,0,0,0,0,0,0.33,0,0,0,0,92.39,95.84,84,94.91,0,0.67,0,0,0,0,0,0,0,0,0,0,0,0,24.17,0,0,34.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.83,0,0,0.67
2.krs Desk 12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
desk 116,87.25,89.24,91.56,0,0,0,34.51,43.32,0,0,0,49.5,79.17,57.84,0,0,82,80.51,86.93,0,0,54,28,0,0,0,36,25.33,54.67,0,0,16.44,0,0,0,0,49.84,46.84,38.84,0,0,51.67,60.17,20.17,0,0.33,66.84,34.5,56.84,0,0,69.51,0,29,67.84,0,50.34,0,52,0.33,0,46.17,37.84,0,0
desk 103,87.84,76.5,0,77.17,0,83.34,77.67,81,85.51,0,0,77.51,60.84,50,48.17,77,80.51,73.34,73.51,81.17,84.17,83.05,0,0,0,0,0,0,72.83,0,0,0,0,0,0,69.17,76.67,26.67,81.17,82.17,80.84,81.17,80.84,85.93,86.25,81.67,79.17,64.67,84.84,79.17,84.01,0,86.84,0,81.67,81.17,84.91,83.23,75.67,83.51,0,74.84,73.84,78.01,80.5
Desk 47,59.84,0,71.67,0,42,0,0,77.17,0,0,47.33,0,0,0,19,16.83,63,59.84,44.5,0,0,39.17,0,0,0,0,21.83,0,22.34,0,0,62.67,0,0,0,0,0,73.34,56.84,0,0,0,0,77.67,54.5,0,79.81,0,73.96,80,0,0,0,0,70.17,0,0,0,80.84,0,24,80.5,0,80.34,0
DEsk 39,83.5,85.5,8.83,27.83,21.66,83.5,24.17,83.33,0,0,0,0,0,0,0,81.2,84.17,79.5,88.35,74.99,85.33,67.17,81,84,85.33,87.67,81.17,82.49,85.5,57.99,86.33,0,0,0,0,84.83,60.33,86.67,85.17,0,84.33,85.83,24,85.5,80.5,85.83,60,89.33,45.67,51.5,82,74.83,0,84.83,60.83,81,0,0,72.5,0,0,0,0,0,0
Desk 62,0,0,26.17,32.89,0,0,0,24.09,31.83,0,57.5,0,4.5,57.17,0,0,0,0,44.67,0,32.67,48.67,48,0,0,38.67,41.17,32.5,49.33,45.17,29.65,0,49.5,0,8.67,0,54.67,61.5,0,0,0,0,0,22.4,13.17,0,49.16,0,66.83,0,0,0,60.17,65,0,0,0,0,77,0,0,65.83,0,0,0
DEsk 30,0,0,0,65.72,0,0,0,0,0,0,30.17,0,0,0,1.5,0,42.56,0,0,0,0.33,0,12.5,0,0,0,0,0,0,0,0,43.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,16.33,0,9.17,0,42.33,0.33,0.5,0,0,0,0,0,0,0,0,0,0
Desk 73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,82,87.34,83,62.84,0,69.67,0,0,74.84,0,58.67,0,43.5,0,21.17,0,64.67,73.84,0,0,77,85.5,89.67,37.17,71.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
