asset,2024-03-01,2024-03-04,2024-03-05,2024-03-06,2024-03-07,2024-03-08,2024-03-11,2024-03-12,2024-03-13,2024-03-14,2024-03-15,2024-03-18,2024-03-19,2024-03-20,2024-03-21,2024-03-22,2024-03-25,2024-03-26,2024-03-27,2024-03-28,2024-03-29,2024-04-01,2024-04-02,2024-04-03,2024-04-04,2024-04-05,2024-04-08,2024-04-09,2024-04-10,2024-04-11,2024-04-12,2024-04-15,2024-04-16,2024-04-17,2024-04-18,2024-04-19,2024-04-22,2024-04-23,2024-04-24,2024-04-25,2024-04-26,2024-04-29,2024-04-30,2024-05-01,2024-05-02,2024-05-03,2024-05-06,2024-05-07,2024-05-08,2024-05-09,2024-05-10,2024-05-13,2024-05-14,2024-05-15,2024-05-16,2024-05-17,2024-05-20,2024-05-21,2024-05-22,2024-05-23,2024-05-24,2024-05-27,2024-05-28,2024-05-29,2024-05-30,2024-05-31
desk 127,0,62.84,80.15,80.34,49.63,54,0,0,0,0,0,0,71.5,72.67,0,0,79.98,63.17,0,79.29,0,0,81.08,57.07,85.4,80,73.67,79.34,0,80.17,0,0,73,46.67,0,0,0,78.84,0,11.17,0,0,70.84,0,0,0,0,0,30,0,0,0,51.17,0,0,0,0,57.84,84.01,0,0,0,69.67,33.5,91.77,0
Desk 42,0,1.17,0,0,0.67,0,0,0,0,0,0,0,79.45,0,0,0,0,70.33,0,0,0,0,0,0.33,0,0,0,0,0,55.5,0,0,0,0,0,0,0,15,14,0,0,43.17,0,0,58.17,0,25,0,9.67,0,0,0,0,0.33,0,49,0,4.67,0,41.17,0,22,0,0,0,0
Desk 61.4,0,0,0,61,62.17,0,0,0,0,0,0,13.67,37,26.5,0,24.34,0,0,49.34,0,0,0,43.5,50.83,0.83,23.84,0,49.5,71.67,0,0,0,57,37,58.17,0,16.33,65.5,53.17,0,0,0,0,0,19.67,0,0,44.5,56,0,0,0,0,18.67,58.01,0,0,60,55.67,0,0.67,0,71.17,48.84,57.83,0
DEsk 40,0,0,80.34,77.83,79.33,0,0,79,77,79.5,0,0,76,0,0,73.33,0,78.17,75.67,0,0,0,0,0,0,0,0,0,77.83,80,0,10.72,0,78.33,0,0,0,0,77,77.5,0,0,0,0,75,0,0,77.67,0,0,0,0,0,79,0,0,0,79.67,73.67,0,0,0,79.67,33.33,0,0
Desk 64,0,93.67,93.84,72.03,29,0,88.17,78.67,0,48.5,82,80.17,79,69.09,71,0,0,0,0.5,0,0,0,83.5,24.98,41.64,41.67,0,0,79.67,69.5,0,25.22,0,56.84,0,28,0,0,0,0,0,0.33,0,0,58,0,0,78.67,0,0,0,65,74.67,87.67,85.31,88.81,0,0,66.84,83,0,0,84.34,86.84,82.37,76.67
Desk 22,0,0,81.19,78.67,78.83,0,0,76.67,79.5,73.5,0,0,72.33,79.67,0,0,0,56.58,81.67,0,0,0,0,0,0,0,0,0,78.83,74.33,0,0,74.17,71.5,75.5,0,0,68.83,76.67,0,0,0,0,0,0,0,0,78.67,80,0,0,88.48,82.17,55.5,7.5,0,0,80.5,60.83,76.33,0,0,75.5,74.33,76.83,0
Desk 56,76.34,0,89,82.34,80.17,0,89.45,89.95,64.83,26.5,48.34,70.17,74,75.5,82.5,0,26.67,0,0,48.17,0,0,0,0,14.5,81.67,0,85.84,22.5,75.17,0,89.05,76,52.67,40.34,0,0,83.01,79.33,83.83,81.83,21.67,78,0,60.17,57,0,82.5,82.34,0,80.96,79.98,86.34,31.34,55.67,0,58.17,80,87.13,84.34,0,82.5,85.75,78,8.17,78.17
Desk 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33,0,0,0,0,0,0,0,1.17,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0.5,0,0,0
desk 78,69.34,0,0,6.5,0,0,0,0,0,6.67,0,72.34,1.5,0,72,0,14,13.67,0,0,0,0,76.5,1.33,0,0,0,0,36.34,0,0,63.67,0,66.22,0,0,30.17,0,0,0,0,1.83,2,0,16.17,0,29.67,1.67,0,0,0,0.5,0,22,0,0,0,41.17,46.5,42.84,0.5,54.67,1.67,78.5,47.5,0
Desk 87,0.33,0,0,0,0,0.33,0,0,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64.17,0,0,0,40.67,78.67,45.67,85.01,0,46.84,28.34,0,0.83,56.34,74.34,0,75.67,0,0,4.83,0,0,0,0,0,0,0,0,68.01,86.48,27.46,0,0,0,0,2.83,66.67,17.33,0.33,0.83,0.33,37.84,0
2.krs Desk 2,63.01,73.5,0,0,0,73.67,79.84,50.17,83.34,0,0,84.29,89.51,79.17,89.17,37,70.67,84.73,68.84,80.34,0,0,85.17,28,68.67,0,81.5,90.84,0,71.84,0,54.17,88.22,49,84.84,0,85.34,0,83.34,0,0,80,46.93,0,0,24.17,41.5,0,0,0,75.5,0,75.84,0,55.5,68.5,80.01,0,0,41.34,83.17,0,0,84,0,0
desk 117,66.33,89.7,65.67,77.33,74.17,0,88,54.17,0.83,80.17,0,0.67,64.67,73.17,0,0,0,0,0,0,0,0,0,0,54.33,0,30.18,49.67,14.52,25.02,77.5,3.83,73.5,49.67,28,0,0,68.67,80.17,55.67,0.33,71.17,50.83,0,39.44,0,8.83,0.33,81.5,0,0,18.67,2.83,0,53.83,0,59.17,0.33,0.33,32.36,0,74.83,74.67,79.67,71.5,0
desk 128,58.5,0,75.34,75.01,0,78.74,83.05,80.21,0,0,0,78.5,74.84,61.67,0,0,64.84,84.5,81.67,0,0,0,0.67,83.19,81.01,83.51,38.84,46.84,0,54.67,0,0,79.84,35.5,63,0,48.84,43.98,0,71,0,0,80.13,0,80.5,76.94,78.24,42.17,64.67,0,0,0,52.34,4,33.5,0,0,62.01,55.84,81.43,86.93,0,84.84,0,76.34,0
Desk 43,0,80,69,87.16,78.5,0,84.85,0,0,70.33,88.21,75,27.33,64.33,0,0,79.5,80.33,0,0,0,0,80.33,0,27.33,0,69.83,79,0,73.67,70.33,19.15,0,0,80.83,37,79.5,80,80.5,0,20.67,84.33,34.5,0,80,0,82.17,0,58.83,0,72.67,82.5,19.67,60.5,0,0,90,80.5,81.98,42.17,0,80.79,54.83,80.17,53,0
Desk 61.3,4.33,53.67,34.5,0.67,39,43,37.5,0,40.83,69.34,0,0,0,79.17,52.09,34.5,0,12.33,0,0,0,0,55,51.33,44.34,80,24.29,58.84,54.94,15.17,40.5,56.34,0,0,41,0,0,0,0,77.51,0,32.67,0,0,61.5,0,0,59,72.34,0,0,0,75.2,76.5,20.67,0,33.17,65.17,0,71.97,44,40.78,31.83,18.34,44.67,0
DEsk 32,0,72.83,0,15.33,0,45.5,75.33,0,84.62,72.16,0,0,82.81,0,59,4.33,49.18,75.33,0,0,0,0,73.16,43.66,59.73,76.17,0,75.33,41.5,73.17,0,0,0,0,0,0,0,74,0,0,73,79.04,58.16,0,64.5,0,73.67,76.91,0,0,0,0,67.17,77.66,0,76.5,0,0,0,63.33,54,0,36.5,0,74.17,80.04
Desk 72,80.84,77.5,82.5,86.44,87.43,0,84.75,25.07,50.41,84.07,0,76.17,87.54,87.54,0,65.67,81,80.17,79.5,64.33,0,0,66.5,81,79.67,40,30.34,82.67,87.34,82.67,39.5,72.17,49.84,80.67,80.34,77.84,0,83.5,87.87,81,65.5,72.67,66.83,0,58.34,43.33,83.34,78.67,87.34,0,0,84.17,74.17,56,80,0,0,0,73.33,59.83,82.34,87.54,80.17,88,80,81.5
Desk 21,71.17,78.67,77.67,0,0,80.39,78.5,79.33,78.5,79.83,81.67,78.83,80,82,0,75.67,78.67,79.17,79.98,78.5,0,0,75.21,79.67,82.17,68.33,78.67,77.5,79.67,78.59,74.58,74.33,80.67,74.06,90.39,69.89,79,84.5,84.67,83.17,79.83,80,79.84,0,81.34,72.67,75.17,84.17,60,0,77.17,80.33,78.83,90.62,85.83,54.28,82,81.6,82.76,80.17,72.92,81.33,80.74,89.9,70.23,70.23
Desk 53,0,78,61.01,43.84,89.01,77.17,47.67,55.84,59.17,35.17,15.17,0,79.84,85.17,68,13,33.84,67.67,85.5,15.17,0,0,69.83,0,78.51,0,0,54.17,75,71,44.5,0,79.84,0,0,36.05,70.5,0,88.52,55.17,54.33,97.85,73.67,0,30,14.17,81.6,0.67,40.67,0,0.33,11.17,85.34,80.67,79.84,0,0,82,50.33,84.67,0,69.88,80,100,86.83,78.5
DEsk 1,0,62,72.17,86.01,87.11,0,61.67,71.67,71.84,95.34,0,68.51,73.84,71.5,0,0,64.5,50.67,91.95,93.84,0,0,90.51,72.34,72.34,0,69.01,73.34,91.58,86.09,0,75.96,72.67,61.84,81.84,0,63.84,70.01,87.51,94.01,0,0,79.34,0,88.01,0,70.17,72.17,86.17,0,0,89.34,0,69.84,0,0,0,0,64.17,0,0,52,71.34,49,0,0
desk 79,0,80.5,0,0,84.34,87.84,0,82.17,81.17,78.84,0,79.5,78.34,0,69.67,60.17,77.17,73,80.67,25.79,0,0,79.5,83.17,82,0.83,0.67,0.67,77,83.34,55.67,79.34,0,76.34,74.67,0,80,83.51,73,77.67,80.5,84.67,25,0,80.5,0,0.33,83.84,82,0,80.5,81.67,77.17,78,82.5,79.67,83.67,0,78.84,77.5,0,75,79,43.5,36.33,80.67
2.krs Desk 11,0,76.46,78.34,52.77,66.09,86.92,4.67,78.39,14.88,52.37,60.36,0,0,58.48,52.31,0,70.67,81.93,71.84,73.17,0,0,25.34,74.67,51.84,48.67,50.98,72.84,30.33,81.17,0,18.92,42.17,83.34,78.89,41.5,46.67,0,0,0,0,50,70.34,0,83.77,35.5,37.73,37.67,32.05,0,49.7,9.67,32.49,37.32,18.98,19.47,7.28,14.1,80.67,28.42,17,78.72,80.17,73,15.19,45.67
2.krs Desk 1,0,36.67,53.5,26.67,85.39,0,0,7.19,23.17,84.52,0,68.67,84.84,0,0,0,33.33,21.45,0,0,0,0,12,1.5,9.67,0,0,0,80.71,58.87,0,4.33,49.5,0,22.84,0,0,0,0,0,0,29.94,54.17,0,0,0,52.17,72.89,74.84,0,0,0,0,0,77.85,0,84.33,76.84,58.17,10,14.67,37.34,39.5,3.17,87.6,0
desk 112,95.22,80.84,23.17,20.67,84.5,0,0,11.5,0,2.33,0,1.83,1.67,27.33,68.51,0,0,60,0,0,0,0,98.84,47.84,87.17,0,66.84,78.17,66.5,78.84,0,56.17,68.84,36.17,77.51,0,0.33,79.36,80.34,66.67,49.67,69,77.01,0,90.34,0,37,4.67,29.84,0,0,40.5,83.51,0,0,69.34,0,68.5,53.01,69.17,0,0,81.71,51.67,52.67,0
desk 108,86.17,0,78.17,77.67,65.34,59,79.26,82.6,87.84,70,90.45,80.34,60.31,48.67,85.01,79.33,76.68,79.68,0,79.19,0,0,85.39,89.67,87.84,84.17,34.67,72.84,78,79,74.17,79.63,82.17,41.34,79.81,80,92.51,96.84,0,84.67,83.34,85.83,83.5,0,79.56,81.07,80,74,36.5,0,82.28,80,89.63,0,81.64,0,80.67,86.34,88.51,67.5,0,82.17,80.84,88,0,0
DEsk 41,0,80.33,0,58.83,73.17,0,63.02,58.33,77.17,78,0,0,80.17,81.5,20.33,0,79,77,92.83,0,0,0,0,30.5,37.67,14.17,0,83,0,0,0,0,0,0,0,0,56.33,53.33,0,7.5,0,0,51.66,0,81.67,0,0,86,58.83,0,0,74.66,0,80.67,80.67,0,0,79.83,82.33,0,0,79.5,80.33,0,37,0
Desk 61.2,33.17,44.17,53.17,17.33,41.17,71.67,24.67,20,4,43.67,22.67,0,5.17,65,23.83,69.17,14.31,34.34,4.83,32,0,0,36.66,0,12.67,34.67,31.33,37.17,60.84,20.67,50.34,11.33,0,0,43.77,0,0.33,0,0,29.17,0,0.5,0,0,18,0,32.27,0,0,0,0,0.67,0.67,62.17,81.69,0,74.34,42,79.01,79.17,39.5,43.42,84.34,6.5,41.5,0
DEsk 31,0,79.19,79.83,54.5,0,0.83,0,74.83,64.33,70.5,75.5,74.17,63.83,0,78.83,78.17,58.5,82,13,0,0,0,73,0,75.33,73.5,80.55,80,0,73.5,87.33,7.83,75.33,0,0,0,77.17,83.17,0,81,59.17,0,70.67,0,76.67,71,0,75,0,0,58.73,77,50.5,75.25,0,0,74.17,80.67,74.79,80,0,0,85.49,0,0,0
Desk 71,20.17,0.34,49,70.5,31.5,10.33,65.1,81.67,8,6.33,74.17,54.5,73.34,0.67,0,81.84,40.84,1,53.99,23.34,0,0,0,81.94,0,0.67,0,0,0,45.67,0,0.83,81.84,78.5,75.67,0,83.99,80.17,84.64,77,65,63.84,61.34,0,0,0,76.17,18.67,3.17,0,0,31.5,37,48.67,24.67,0,25.83,50.29,14,67.34,25.67,11.67,0.83,17.66,10,0
Desk 12,0,76.34,73.34,78.17,60.84,0,52.17,80.21,56.53,65.34,58.17,11.5,5.67,13.5,48.51,21.84,0,80.09,17.83,25.5,0,0,0,0,78.84,58.01,0,31.51,0,0,0,0,32,56,72.84,58.34,67.5,67.67,62.34,0,70,0,0,0,55,0,1.33,38.67,0,0,0,0,60.67,0,0.33,71.17,0,70.84,0,60.5,0,74.01,78.5,55,78.84,0
Desk 52,81,78.01,76,75.5,78.5,78.17,89.16,85.84,78.84,88.34,22.17,84.67,80.17,81,77.5,78.84,78.84,79,83,81.17,0,0,80.33,86,82.34,89.01,85.67,89.7,78.17,83,78.67,88.51,79.17,83.67,83,80,87.17,81.67,58.33,77.67,78.33,81.5,78.67,0,86.17,44.17,71,65.17,78.84,0,77.17,84.84,6.67,79.17,57.17,8.67,83.17,63.34,82.5,79,79.17,85.84,79.17,73.28,55.34,62.5
2.krs Desk 10,0,27.17,68,0,0,0,0,0,0,0.33,0,0,0,0,0,0,0,0,0,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.67,0,0,0,0,0,0,0,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
desk 111,73,49.16,53.32,33.67,65.17,58,0,67.83,39,37.17,76.5,78.33,15.5,62,74.67,0,0.67,58.33,0,0,0,0,0,79.67,85.3,77.5,81.15,57.5,66.67,18.5,79.67,87.17,42.17,3.33,0,0,0,68.33,0.5,76.33,23,70.5,47.67,0,59.1,0,47.33,55.67,45.17,0,0,0,49.17,0.83,0,69.5,75.33,78.5,76.17,0.33,0,0.33,88.5,15.83,2.33,47.67
desk 107,0,0,75.5,0,53.17,0,89.5,76,70.83,62,73,73.17,85.17,76.83,0,0,79.5,89.33,82,0,0,0,84.33,79.67,79.17,74,71.17,64.5,0,74.33,71,78.17,87.83,83.67,81.83,0,0,80.87,79.33,68.7,29.33,75.5,77.83,0,0,82.83,78.17,74,77.03,0,0,0,75,0,42.5,0,0,78.5,78,89,0,0,80.06,0,74.83,0
Desk 46,14.32,15.3,84.63,81.84,56.67,82,82.84,64.67,16.17,39.5,68.17,0,63.34,7,80.84,84.17,0.33,0,83.67,74.5,0,0,58,0,0,0,81.67,27.5,76.5,0,0,82.67,79.34,0,0,81.34,83.84,24.33,76,30.5,15.16,82,76.5,0,84.34,72,81.34,71.34,77,0,0,80.67,16,62.1,78.34,0,84.24,83.84,78.17,77.17,0,35,58.53,82.02,86.18,0
DEsk 37,0,0,0,33.01,0,0,0,0,0,0,0,0,0,0,0,0,0,85.33,89.33,0,0,0,54.17,76.67,0,0,78,0,81.67,0,0,45.83,82.67,20,0,0,83.34,0,86.5,41,0,85,39,0,37.17,0,80.67,78,86.17,0,0,58.17,88.17,89.34,0,0,9.83,85,82.67,82,0,0,88.67,74.83,0,0
Desk 61.1,75.84,62.84,54,44.17,5.33,0,79.17,83.84,67.5,60.5,0,79.67,61.17,51.34,0,40.35,59.33,82.01,84.67,0,0,0,56.83,76.67,0,47.84,0.66,0,0,0,49.84,50.16,84.65,27.33,28,15.46,58.17,80.34,55.34,0,0,79.34,45,0,42.17,34.17,0,0,0,0,0,73.84,54.26,64.59,85.58,82.67,55,78.34,80.34,76.67,67.84,44.16,71.17,57.47,75.5,0
DEsk 29,78.86,79,77.83,80.05,0,0,19.17,0,0,35.42,64.09,24.33,75.78,78.83,0,83,60.64,48,0,73.67,0,0,71.17,70.17,79.85,9.17,0,63.33,0,16.21,51.72,6.17,40,18.33,0,0,40.83,0,57.61,0,0,0,5.33,0,0,61.17,0,0,0,0,0,0,0,0,0,57.17,0,19.57,77.67,19.67,0,79.33,11.17,9.77,0,0
Desk 70,51.51,0,31.67,66.34,70.68,88.67,12.67,71.17,91.84,51,2.67,72.84,47.67,38.55,19.04,85.67,93.17,92.51,55.32,10.33,0,0,75.67,0,0,24.5,60.34,57,92.88,0,0,80.84,34.34,56.67,47.17,16.5,96.67,53.5,43.5,0.83,0,69.84,0,0,35.17,0,0,71.67,54.84,0,73,79.51,74.01,43.84,86.67,81.17,0,37,40.17,80.17,71.83,81.35,26.5,51.67,54,63.33
DEsk 11,0,57.17,86.84,83,85.17,0,65.22,81.84,82.38,71.5,0,22,1.17,30.84,49.84,85.5,0,85.47,83.29,0,0,0,0,0,84,0,0,0,0,0,0,0,0,8.5,52.84,0,70.96,83.84,82.67,0,0,0,0,0,0,0,1.33,0,0,0,0,0,0,75.17,66.01,0,0,0,0,0,0,16.73,81.5,77.17,87.38,0
2.krs Desk 12,0,0.33,0,0,4.83,0,0,0,0.5,0,0,0,0,0,0,0,46,0,0,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.84,0,0,0,0,0,0,0,0
desk 116,0,91.31,76.67,82.01,47.17,77.17,49.67,47.84,79.34,70.84,64,65.51,28.83,78.67,69.17,0,76.34,57.17,58.17,68.84,0,0,83.17,73.84,52.84,0,49.34,8.83,82,54.51,71.5,76.89,16.84,80.51,76.01,0,0,85.03,79.51,76.85,89.34,53.84,82.67,0,20.67,49.84,63.84,75.17,76,0,0,0,69,24.5,0,0,45.43,62.51,81.01,7,0,0,54.67,24.67,0,0
desk 103,84.46,80.43,89.34,79.51,0,84.67,0,59.69,40.5,12,40.34,38.13,83.01,8.17,44.84,64.34,78.84,28,53.84,0,0,0,78.17,73.5,39.3,15.17,86.26,82.17,0,81.9,45.51,78.36,0,42.33,60.83,24.33,45.67,0,25.5,80.84,46.17,87.9,27.17,0,90.84,0,0,61.84,89.51,0,0,0,71,0,0,0,32.17,82.85,76.01,81.67,0,49,69.5,19,73.84,0
Desk 47,0.83,36.55,22.67,0,71.34,81.67,91.67,81.67,80.01,0,47.83,79.34,67.34,79.17,80.84,82.84,43.5,37.34,7.17,43,0,0,13,20.33,41.17,24.5,22.33,67.67,60.17,0,0,48.17,0,0,30.84,51,0,55.5,24,0,0,70.5,30,0,47,0,80,0,0,0,0,0,0,0,85.01,0,70.34,83,0,45.17,54.84,0,83.83,53.84,5,0
DEsk 39,0,78.67,71.43,92.67,23.17,0,84.5,88.17,0,57.33,0,0,0,0,83,77.5,57,48.17,16.67,0,0,0,86.33,91.33,42.33,76.17,75.67,39.5,48.33,89.5,0,19.83,81,72.83,84.56,0,85.67,87.17,76.67,77.33,77.33,81.68,65.17,0,54,58.5,55.17,68,12,0,0,75.17,77.83,47.5,80.67,0,44.67,82,0,0,0,79.83,12.83,86.67,96.17,84.5
Desk 62,0,0,2.5,49,33.3,41.33,36,49.67,0,60,63.33,67.36,18.33,0,33.5,19.67,34.89,35.83,34.83,0,0,0,58.17,0,48.16,46.67,70,0,56.97,47.83,45.67,78.5,75,0,20.5,65.85,31.17,0,0,51.55,52.39,42.41,34.83,0,26.25,0,51.44,15,13.5,0,0,45.81,69.5,48.67,29.33,37,23.83,79.67,81,69.33,65.2,50.83,63.99,77.66,51.33,81.5
DEsk 30,81.33,0.33,45.9,79.74,0,41,0,0,0,78.67,0,63.17,66.5,18,0,0,0,75.67,0,0.5,0,0,0,0,79.8,61.33,0,63.33,29.17,0,0,0,0,13.5,0,0,0,0,0,0,25.83,54,63,0,0,0,0,68.67,0,0,0,84.83,9.17,0,78.34,0,43.83,38.17,50.67,19.33,0,0,63.67,0,0,0
Desk 73,0,78,59.34,76.67,0,0,77.5,85.84,0,87.5,0,78.34,0,0,60.67,77.5,0,78.51,10.33,93.92,0,0,0,0,0,0,90.18,88.34,21.34,36.84,79,86.01,59.5,81.17,0,0,0,0,84,0,0,81.17,39.17,0,10.83,0,58.5,11.67,26.5,0,0,0,0,21,66,0,0,81.34,65.84,18.67,0,57,62.67,9.67,0,0
